asn,name,cc,cone,verdict,apnic_score,dirty_feeds,total_feeds,atlas_result,apnic_stdev,apnic_min90,apnic_max90
971,PureVoltage Hosting Inc.,US,232,PARTIAL: VULNERABLE (Mixed),-1.0,1,4,,-1.0,-1.0,-1.0
263009,FORTE TELECOM LTDA.,BR,231,PARTIAL: VULNERABLE (Mixed),0.45,2,5,,-1.0,-1.0,-1.0
45296,PT Rabik Bangun Nusantara,ID,231,PARTIAL: VULNERABLE (Mixed),0.0,2,5,,-1.0,-1.0,-1.0
4787,PT Cyberindo Aditama,ID,231,VULNERABLE STABLE,1.19,2,2,,-1.0,-1.0,-1.0
31027,GlobalConnect A/S,DK,230,PARTIAL: VULNERABLE (Mixed),0.26,1,3,,-1.0,-1.0,-1.0
9009,M247 Europe SRL,RO,229,ACTIVE (Atlas Verified),0.27,4,16,SECURE (Verified Active),-1.0,-1.0,-1.0
8641,"LLC ""Nauka-Svyaz""",RU,229,PARTIAL: VULNERABLE (Mixed),-1.0,2,8,,-1.0,-1.0,-1.0
1828,Unitas Global,US,229,PASSIVE (Clean Pipe),0.53,0,6,,-1.0,-1.0,-1.0
53181,K2 Telecom e Multimidia LTDA ME,BR,226,PARTIAL: VULNERABLE (Mixed),0.13,2,7,,-1.0,-1.0,-1.0
12874,Fastweb SpA,IT,225,ACTIVE (Atlas Verified),59.84,0,6,SECURE (Verified Active),-1.0,-1.0,-1.0
53087,TELY Ltda.,BR,223,PARTIAL: VULNERABLE (Mixed),2.0,1,8,,-1.0,-1.0,-1.0
59796,StormWall s.r.o.,SK,221,PARTIAL: VULNERABLE (Mixed),-1.0,3,8,,-1.0,-1.0,-1.0
201706,SERVICEPIPE LLC,RU,221,PARTIAL: VULNERABLE (Mixed),-1.0,3,10,,-1.0,-1.0,-1.0
198949,Radware,IL,220,PARTIAL: VULNERABLE (Mixed),1.16,7,17,,-1.0,-1.0,-1.0
6830,Liberty Global Europe Holding B.V.,NL,219,CORE: ACTIVE PROTECTOR,99.67,0,0,SECURE (Verified Active),26.9,0.0,100.0
58389,PT Sumber Data Indonesia,ID,218,PARTIAL: VULNERABLE (Mixed),0.0,3,9,,-1.0,-1.0,-1.0
12302,Vodafone Romania S.A.,RO,214,VULNERABLE (Atlas Verified),0.17,0,1,VULNERABLE (ATLAS Verified),-1.0,-1.0,-1.0
35320,Eurotranstelecom Ltd,UA,210,ACTIVE LOCAL ROV,94.9,0,3,,0.8,92.5,96.4
4608,Asia Pacific Network Information Centre,AU,210,PASSIVE (Clean Pipe),-1.0,0,3,,-1.0,-1.0,-1.0
8717,A1 Bulgaria EAD,BG,210,PARTIAL: VULNERABLE (Mixed),2.22,1,7,,-1.0,-1.0,-1.0
131111,PT Mora Telematika Indonesia Tbk,ID,209,PASSIVE (Clean Pipe),0.36,0,2,,-1.0,-1.0,-1.0
17557,Pakistan Telecommunication Company Limited,PK,208,PARTIAL: VULNERABLE (Mixed),0.7,3,14,,-1.0,-1.0,-1.0
42337,Respina Networks & Beyond PJSC,IR,208,VULNERABLE (Atlas Verified),-1.0,1,2,VULNERABLE,-1.0,-1.0,-1.0
13536,"FirstLight Fiber, Inc.",US,207,PASSIVE (Clean Pipe),12.11,0,2,,-1.0,-1.0,-1.0
262663,METROFLEX TELECOMUNICACOES LTDA,BR,204,PARTIAL: VULNERABLE (Mixed),3.62,78,94,,-1.0,-1.0,-1.0
45899,VNPT Corp,VN,202,PARTIAL: VULNERABLE (Mixed),0.23,5,9,,-1.0,-1.0,-1.0
9050,Orange Romania S.A.,RO,202,PARTIAL: VULNERABLE (Mixed),2.68,1,5,,-1.0,-1.0,-1.0
269194,ST1 INTERNET,BR,198,PARTIAL: VULNERABLE (Mixed),0.15,2,5,,-1.0,-1.0,-1.0
11404,Wave Broadband,US,196,ACTIVE LOCAL ROV,0.44,0,3,,-1.0,-1.0,-1.0
60171,AFR-IX TELECOM S.A.,ES,194,ACTIVE UNSTABLE,99.15,0,8,,50.0,0.0,100.0
57344,Telehouse EAD,BG,194,PARTIAL: VULNERABLE (Mixed),99.01,1,14,,41.7,0.0,99.8
50629,LWLcom GmbH,DE,192,ACTIVE LOCAL ROV,100.0,0,5,,0.8,97.6,100.0
8732,JSC Comcor,RU,191,PARTIAL: VULNERABLE (Mixed),-1.0,3,6,,-1.0,-1.0,-1.0
263903,INFORBARRA TELECOM,BR,191,PARTIAL: VULNERABLE (Mixed),29.94,1,4,,-1.0,-1.0,-1.0
53667,FranTech Solutions,US,189,PARTIAL: VULNERABLE (Mixed),97.37,1,3,,6.1,71.6,98.2
20205,"Amplex Electric, Inc.",US,189,PASSIVE (Clean Pipe),0.0,0,3,,-1.0,-1.0,-1.0
32098,Flō Networks (Transtelco Inc.),US,188,PASSIVE (Clean Pipe),3.33,0,7,,-1.0,-1.0,-1.0
57463,NetIX Communications JSC,BG,188,PASSIVE (Clean Pipe),-1.0,0,3,,-1.0,-1.0,-1.0
16509,"Amazon.com, Inc.",US,187,ACTIVE (Atlas Verified),71.96,3,19,SECURE (Verified Active),3.8,86.5,99.7
28146,MHNET TELECOM,BR,186,PARTIAL: VULNERABLE (Mixed),0.06,3,7,,-1.0,-1.0,-1.0
702,Verizon Business - EMEA,US,186,PASSIVE (Clean Pipe),5.63,0,6,,-1.0,-1.0,-1.0
11164,Internet2 I2PX,US,186,PARTIAL: VULNERABLE (Mixed),-1.0,1,2,,-1.0,-1.0,-1.0
7738,V.tal,BR,185,ACTIVE LOCAL ROV,0.16,0,3,,-1.0,-1.0,-1.0
24961,WIIT AG (fka. myLoc Managed IT AG),DE,182,PARTIAL: VULNERABLE (Mixed),1.11,1,4,,-1.0,-1.0,-1.0
8447,A1 Telekom Austria AG,AT,182,VULNERABLE (Atlas Verified),0.04,0,5,VULNERABLE (ATLAS Verified),-1.0,-1.0,-1.0
1820,WNET TELECOM USA Corp.,US,181,PARTIAL: VULNERABLE (Mixed),0.0,1,4,,-1.0,-1.0,-1.0
8881,1&1 Versatel GmbH,DE,181,ACTIVE (Atlas Verified),0.08,0,4,SECURE (Verified Active),-1.0,-1.0,-1.0
39392,SH.cz s.r.o.,CZ,181,PASSIVE (Clean Pipe),-1.0,0,4,,-1.0,-1.0,-1.0
38195,Superloop,AU,181,ACTIVE LOCAL ROV,99.53,0,8,,0.2,98.8,99.7
135607,Infinivan Incorporated,PH,180,PASSIVE (Clean Pipe),0.67,0,6,,-1.0,-1.0,-1.0
24429,Alibaba Cloud,CN,179,PARTIAL: VULNERABLE (Mixed),-1.0,48,70,,-1.0,-1.0,-1.0
199995,Omega Telecom LLC,UA,179,PARTIAL: VULNERABLE (Mixed),0.22,6,13,,-1.0,-1.0,-1.0
52925,Ascenty Data Centers e Telecomunicações S/A,BR,178,PARTIAL: VULNERABLE (Mixed),-1.0,2,10,,-1.0,-1.0,-1.0
28598,MOB,BR,177,PARTIAL: VULNERABLE (Mixed),0.2,3,7,,-1.0,-1.0,-1.0
18678,INTERNEXA S.A. E.S.P,CO,177,PARTIAL: VULNERABLE (Mixed),9.12,2,7,,-1.0,-1.0,-1.0
4788,TM Technology Services Sdn. Bhd.,MY,177,ACTIVE LOCAL ROV,53.86,0,9,,-1.0,-1.0,-1.0
1031,PEER 1031 LLC,US,177,PASSIVE (Clean Pipe),-1.0,0,3,,-1.0,-1.0,-1.0
11664,Techtel LMDS Comunicaciones Interactivas S.A.,AR,176,PARTIAL: VULNERABLE (Mixed),0.77,1,7,,-1.0,-1.0,-1.0
37282,Mainone Cable Company,NG,175,PASSIVE (Clean Pipe),2.19,0,3,,-1.0,-1.0,-1.0
3269,TIM S.p.A. (fka. Telecom Italia S.p.A.),IT,174,ACTIVE (Atlas Verified),98.56,1,2,SECURE (Verified Active),7.3,68.4,99.4
265269,MEGA TELE INFORMATICA,BR,174,PARTIAL: VULNERABLE (Mixed),0.09,3,4,,-1.0,-1.0,-1.0
6663,Türk Telekom International,RO,173,PASSIVE (Clean Pipe),-1.0,0,4,,-1.0,-1.0,-1.0
263444,Open X Tecnologia Ltda,BR,172,PARTIAL: VULNERABLE (Mixed),-1.0,3,10,,-1.0,-1.0,-1.0
8551,Bezeq International Ltd.,IL,172,PASSIVE (Clean Pipe),0.16,0,6,,-1.0,-1.0,-1.0
64289,Macarne.com,US,171,PARTIAL: VULNERABLE (Mixed),-1.0,1,10,,-1.0,-1.0,-1.0
13649,Flexential Colorado Corp.,US,171,ACTIVE LOCAL ROV,98.77,0,4,,1.8,92.8,100.0
36236,"NetActuate, Inc",US,169,PARTIAL: VULNERABLE (Mixed),-1.0,6,19,,-1.0,-1.0,-1.0
15164,Unite Private Networks LLC.,US,169,PASSIVE (Clean Pipe),2.41,0,4,,-1.0,-1.0,-1.0
15924,Vodafone Turkey,TR,168,PARTIAL: VULNERABLE (Mixed),1.37,2,6,,-1.0,-1.0,-1.0
38193,Transworld Associates (Pvt.) Ltd.,PK,168,PARTIAL: VULNERABLE (Mixed),0.68,3,8,,-1.0,-1.0,-1.0
8866,Vivacom Bulgaria EAD,BG,167,PARTIAL: VULNERABLE (Mixed),0.05,4,9,,-1.0,-1.0,-1.0
12578,SIA Tet,LV,167,PARTIAL: VULNERABLE (Mixed),0.03,1,4,,-1.0,-1.0,-1.0
20001,Charter Communications Inc,US,165,PARTIAL: VULNERABLE (Mixed),99.79,1,5,,0.0,99.7,99.8
52361,ARSAT - Empresa Argentina de Soluciones Satelitales S.A.,AR,164,ACTIVE LOCAL ROV,96.68,0,2,INCONCLUSIVE (Bypassed),0.4,96.5,98.1
41327,Fiber Telecom S.p.A.,IT,164,PARTIAL: VULNERABLE (Mixed),99.2,1,10,,1.4,94.7,100.0
4657,StarHub Ltd,SG,163,PARTIAL: VULNERABLE (Mixed),0.2,1,9,,-1.0,-1.0,-1.0
3215,Orange S.A.,FR,162,ACTIVE UNSTABLE,99.86,0,1,,26.9,11.4,99.9
8455,atom86 BV,NL,161,PASSIVE (Clean Pipe),-1.0,0,4,,-1.0,-1.0,-1.0
1680,Cellcom Fixed Line Communication L.P,IL,161,PASSIVE (Clean Pipe),1.59,0,6,,-1.0,-1.0,-1.0
5603,"Telekom Slovenije, d.d.",SI,160,PASSIVE (Clean Pipe),0.33,0,5,,-1.0,-1.0,-1.0
22356,Durand do Brasil Ltda,BR,160,ACTIVE LOCAL ROV,-1.0,0,6,,-1.0,-1.0,-1.0
269096,NORTH TECNOLOGIA,BR,159,PARTIAL: VULNERABLE (Mixed),0.76,2,8,,-1.0,-1.0,-1.0
20055,Ziply Fiber,US,158,VULNERABLE (Atlas Verified),0.08,0,4,VULNERABLE (ATLAS Verified),-1.0,-1.0,-1.0
21497,Vodafone Ukraine,UA,157,PARTIAL: VULNERABLE (Mixed),0.19,1,4,,-1.0,-1.0,-1.0
2856,British Telecommunications,GB,156,VULNERABLE (Atlas Verified),0.14,0,2,VULNERABLE (ATLAS Verified),-1.0,-1.0,-1.0
21949,Beanfield Technologies Inc.,CA,156,PASSIVE (Clean Pipe),2.25,0,4,,-1.0,-1.0,-1.0
37271,Workonline Communications(Pty) Ltd,ZA,155,PARTIAL: VULNERABLE (Mixed),100.0,2,8,,0.0,100.0,100.0
34224,Neterra Ltd.,BG,152,PARTIAL: VULNERABLE (Mixed),0.0,6,11,,-1.0,-1.0,-1.0
199524,Gcore S.A.,LU,151,ACTIVE (Atlas Verified),98.92,6,33,SECURE (Verified Active),1.1,95.4,100.0
4761,PT Indosat Tbk,ID,151,PARTIAL: VULNERABLE (Mixed),47.74,2,9,,-1.0,-1.0,-1.0
43298,Storm Networks LLC,RU,151,PARTIAL: VULNERABLE (Mixed),-1.0,6,8,,-1.0,-1.0,-1.0
13760,Uniti Fiber Holdings Inc.,US,150,PASSIVE (Clean Pipe),4.9,0,2,,-1.0,-1.0,-1.0
328977,Wavex Internet Service Provider LTD,KE,150,PARTIAL: VULNERABLE (Mixed),0.87,1,2,,-1.0,-1.0,-1.0
7015,"Comcast Cable Communications, LLC",US,149,ACTIVE LOCAL ROV,100.0,0,2,,0.7,95.5,100.0
44324,MoeDove LLC,US,147,PARTIAL: VULNERABLE (Mixed),-1.0,11,16,,-1.0,-1.0,-1.0
11427,Charter Communications Inc,US,147,PARTIAL: VULNERABLE (Mixed),99.88,1,3,,0.0,99.9,99.9
52573,Une Telecom Ltda,BR,146,PARTIAL: VULNERABLE (Mixed),4.85,3,6,,-1.0,-1.0,-1.0
15694,Atman Sp. z o.o.,PL,145,PARTIAL: VULNERABLE (Mixed),99.23,1,7,,1.6,94.8,100.0
6424,EDGOO NETWORKS,PT,145,PASSIVE (Clean Pipe),-1.0,0,6,,-1.0,-1.0,-1.0
26615,TIM S/A,BR,145,PARTIAL: VULNERABLE (Mixed),2.43,1,4,,-1.0,-1.0,-1.0
58495,PT Parsaoran Global Datatrans,ID,144,PARTIAL: VULNERABLE (Mixed),1.96,6,9,,-1.0,-1.0,-1.0
45903,CMC Telecom Infrastructure Company,VN,144,PARTIAL: VULNERABLE (Mixed),2.18,6,13,,-1.0,-1.0,-1.0
33651,"Comcast Cable Communications, LLC",US,144,PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
55685,PT Jala Lintas Media,ID,143,PARTIAL: VULNERABLE (Mixed),0.3,2,8,,-1.0,-1.0,-1.0
33657,"Comcast Cable Communications, LLC",US,143,ACTIVE LOCAL ROV,100.0,0,2,,0.8,96.6,100.0
55002,"F5, Inc.",US,142,VULNERABLE (Atlas Verified),-1.0,0,2,VULNERABLE (ATLAS Verified),-1.0,-1.0,-1.0
21574,Century Telecom Ltda,BR,141,PARTIAL: VULNERABLE (Mixed),2.44,1,5,,-1.0,-1.0,-1.0
41051,Freetransit Project (Openfactory GmbH),CH,141,PARTIAL: VULNERABLE (Mixed),-1.0,1,3,,-1.0,-1.0,-1.0
23005,"SWITCH, LTD",US,140,PASSIVE (Clean Pipe),5.44,0,5,,-1.0,-1.0,-1.0
16019,Vodafone Czech Republic a.s.,CZ,139,ACTIVE (Atlas Verified),99.69,0,1,SECURE (Verified Active),1.1,95.6,99.9
40264,Charter Communications LLC,US,138,PARTIAL: VULNERABLE (Mixed),-1.0,1,2,INCONCLUSIVE (Bypassed),-1.0,-1.0,-1.0
33667,"Comcast Cable Communications, LLC",US,137,PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
52320,V.tal (GlobeNet),CO,136,ACTIVE LOCAL ROV,-1.0,0,9,,-1.0,-1.0,-1.0
43754,Asiatech Data Transmission company,IR,135,VULNERABLE STABLE,-1.0,1,1,INCONCLUSIVE (Bypassed),-1.0,-1.0,-1.0
17378,"TierPoint, LLC",US,131,PARTIAL: VULNERABLE (Mixed),-1.0,1,6,,-1.0,-1.0,-1.0
33287,"Comcast Cable Communications, LLC",US,131,PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
57821,Nonattached Network e.V.,DE,130,PARTIAL: VULNERABLE (Mixed),-1.0,1,2,,-1.0,-1.0,-1.0
42020,OGERO,LB,130,ACTIVE LOCAL ROV,100.0,0,2,,1.1,95.7,100.0
150178,EXABYTE LTD,BD,130,PARTIAL: VULNERABLE (Mixed),-1.0,4,7,,-1.0,-1.0,-1.0
58715,EARTH TELECOMMUNICATION (Pvt) LTD.,BD,130,PARTIAL: VULNERABLE (Mixed),0.36,4,7,,-1.0,-1.0,-1.0
17995,PT iForte Global Internet,ID,129,VULNERABLE STABLE,1.11,3,3,,-1.0,-1.0,-1.0
4764,Aussie Broadband,AU,127,ACTIVE LOCAL ROV,98.54,0,5,,0.2,98.1,99.0
12129,"123.Net, Inc.",US,127,PARTIAL: VULNERABLE (Mixed),0.6,1,9,,-1.0,-1.0,-1.0
8400,Telekom Srbija a.d.,RS,127,PARTIAL: VULNERABLE (Mixed),99.77,2,6,,0.0,99.8,99.9
4775,Globe Telecoms,PH,126,PARTIAL: VULNERABLE (Mixed),0.39,2,18,,-1.0,-1.0,-1.0
3573,Accenture LLP,US,125,PARTIAL: VULNERABLE (Mixed),-1.0,55,98,,-1.0,-1.0,-1.0
12400,Partner Communications Ltd.,IL,125,PARTIAL: VULNERABLE (Mixed),0.11,2,8,,-1.0,-1.0,-1.0
24534,PT Trans Hybrid Communication,ID,124,PARTIAL: VULNERABLE (Mixed),0.16,1,5,,-1.0,-1.0,-1.0
7552,Viettel Group,VN,124,PARTIAL: VULNERABLE (Mixed),0.12,2,8,,-1.0,-1.0,-1.0
4455,IX Reach Ltd,GB,122,PARTIAL: VULNERABLE (Mixed),-1.0,3,7,,-1.0,-1.0,-1.0
8953,Orange Romania S.A.,RO,121,PARTIAL: VULNERABLE (Mixed),0.07,1,5,,-1.0,-1.0,-1.0
2152,CENIC - CalREN,US,121,PARTIAL: VULNERABLE (Mixed),1.08,1,4,,-1.0,-1.0,-1.0
11172,"Alestra, S. de R.L. de C.V.",MX,120,PARTIAL: VULNERABLE (Mixed),1.14,2,7,,-1.0,-1.0,-1.0
10099,China Unicom Global,HK,119,PARTIAL: VULNERABLE (Mixed),97.71,6,14,,31.5,0.3,99.5
7016,"Comcast Cable Communications, LLC",US,118,PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
39686,Eurofiber Nederland BV,NL,118,ACTIVE LOCAL ROV,100.0,0,2,,0.4,98.0,100.0
4837,China Unicom Backbone,CN,118,CORE: UNPROTECTED,1.98,0,0,,-1.0,-1.0,-1.0
209533,iFog GmbH - BGPTunnel,CH,117,PARTIAL: VULNERABLE (Mixed),-1.0,1,2,,-1.0,-1.0,-1.0
45117,Ishan Netsol Pvt Ltd,IN,117,VULNERABLE (Atlas Verified),0.27,4,5,VULNERABLE (ATLAS Verified),-1.0,-1.0,-1.0
45147,PT NAP Info Lintas Nusa,ID,117,PARTIAL: VULNERABLE (Mixed),-1.0,1,8,,-1.0,-1.0,-1.0
8167,V.tal,BR,115,PASSIVE (Clean Pipe),0.18,0,4,,-1.0,-1.0,-1.0
17762,Tata Teleservices Maharashtra Ltd,IN,114,VULNERABLE STABLE,1.42,2,2,,-1.0,-1.0,-1.0
64315,PT Mitra Visioner Pratama,ID,114,VULNERABLE STABLE,0.0,4,4,,-1.0,-1.0,-1.0
2907,Science Information Network,JP,114,PASSIVE (Clean Pipe),0.92,0,1,,-1.0,-1.0,-1.0
3209,Vodafone GmbH,DE,114,VULNERABLE (Atlas Verified),3.44,0,3,VULNERABLE (ATLAS Verified),-1.0,-1.0,-1.0
8772,NetAssist LLC,UA,114,PARTIAL: VULNERABLE (Mixed),0.0,1,4,,-1.0,-1.0,-1.0
31287,IPACCT CABLE Ltd,BG,113,PASSIVE (Clean Pipe),0.0,0,8,,-1.0,-1.0,-1.0
28343,Unifique Telecomunicações SA,BR,113,PARTIAL: VULNERABLE (Mixed),99.6,1,4,,29.2,31.4,99.7
9198,JSC Kazakhtelecom,KZ,112,VULNERABLE (Atlas Verified),0.58,5,10,VULNERABLE (ATLAS Verified),-1.0,-1.0,-1.0
268696,Tuddo Telecom Ltda.,BR,110,PARTIAL: VULNERABLE (Mixed),0.0,4,6,,-1.0,-1.0,-1.0
6079,Astound (fka. RCN),US,109,ACTIVE LOCAL ROV,99.58,0,4,,0.4,98.5,99.9
139901,Apple Communication Ltd.,BD,108,PARTIAL: VULNERABLE (Mixed),0.0,6,11,,-1.0,-1.0,-1.0
9790,Two Degrees Networks Limited,NZ,108,VULNERABLE (Atlas Verified),0.04,1,4,VULNERABLE (ATLAS Verified),-1.0,-1.0,-1.0
28126,BRISANET SERVICOS DE TELECOMUNICACOES S.A,BR,107,PARTIAL: VULNERABLE (Mixed),0.14,2,6,,-1.0,-1.0,-1.0
6855,"Slovak Telekom, a.s.",SK,106,ACTIVE UNSTABLE,99.66,0,3,,48.2,0.1,99.8
262589,SAMM (Internexa),BR,106,PARTIAL: VULNERABLE (Mixed),0.64,3,7,,-1.0,-1.0,-1.0
137366,PT iForte Solusi Infotek,ID,105,PASSIVE (Clean Pipe),-1.0,0,6,,-1.0,-1.0,-1.0
33132,Crown Castle Fiber LLC,US,104,VULNERABLE STABLE,3.54,1,1,,-1.0,-1.0,-1.0
3301,Telia Company AB,SE,104,ACTIVE LOCAL ROV,99.72,0,1,,0.1,99.7,100.0
703,Verizon Business - APAC,US,104,PARTIAL: VULNERABLE (Mixed),-1.0,3,8,,-1.0,-1.0,-1.0
41798,JSC Transtelecom,KZ,103,PARTIAL: VULNERABLE (Mixed),78.42,3,5,,10.2,45.3,89.6
8262,Evolink EAD,BG,103,PARTIAL: VULNERABLE (Mixed),0.0,1,5,,-1.0,-1.0,-1.0
29838,"Atlantic Metro Communications II, Inc.",US,103,PARTIAL: VULNERABLE (Mixed),-1.0,3,8,,-1.0,-1.0,-1.0
4713,NTT Communications Corporation (OCN),JP,103,ACTIVE LOCAL ROV,98.72,0,2,,0.1,98.4,99.0
47232,ISP Alliance a.s.,CZ,103,PARTIAL: VULNERABLE (Mixed),0.15,2,6,,-1.0,-1.0,-1.0
50384,W-IX Route Servers,RU,103,PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
262907,Brasil TecPar,BR,102,PARTIAL: VULNERABLE (Mixed),0.2,4,6,,-1.0,-1.0,-1.0
38855,STUIX Route Servers,TW,101,Unverified (Transit/Peer?),-1.0,0,0,,-1.0,-1.0,-1.0
39737,Prime Telecom srl,RO,100,PASSIVE (Clean Pipe),0.0,0,4,,-1.0,-1.0,-1.0
7470,"TRUE INTERNET Co.,Ltd.",TH,100,VULNERABLE STABLE,0.69,1,1,,-1.0,-1.0,-1.0
3292,TDC Holding A/S,DK,100,ACTIVE LOCAL ROV,0.03,0,5,,-1.0,-1.0,-1.0
17408,AboveNet Communications Taiwan,TW,99,PARTIAL: VULNERABLE (Mixed),-1.0,1,4,,-1.0,-1.0,-1.0
33763,Paratus Telecommunications Limited,MU,99,PARTIAL: VULNERABLE (Mixed),1.31,10,14,,-1.0,-1.0,-1.0
35753,Etihad Salam Telecom CJSC,SA,99,PARTIAL: VULNERABLE (Mixed),95.22,1,5,,21.6,36.7,99.3
138128,PT Solnet Indonesia,ID,98,PARTIAL: VULNERABLE (Mixed),-1.0,1,5,,-1.0,-1.0,-1.0
134654,PT Data Utama Dinamika,ID,98,PARTIAL: VULNERABLE (Mixed),-1.0,1,3,,-1.0,-1.0,-1.0
15895,"""Kyivstar"" PJSC",UA,98,PARTIAL: VULNERABLE (Mixed),99.65,1,4,,0.1,99.6,99.8
2711,Spirit Communications,US,98,ACTIVE LOCAL ROV,99.63,0,4,,5.5,79.1,100.0
18734,"Operbes, S.A. de C.V.",MX,97,PARTIAL: VULNERABLE (Mixed),1.03,2,10,,-1.0,-1.0,-1.0
28716,Retelit Digital Services S.p.A.,IT,97,PARTIAL: VULNERABLE (Mixed),5.81,1,5,,-1.0,-1.0,-1.0
17665,ONEOTT INTERTAINMENT LIMITED,IN,97,VULNERABLE STABLE,0.45,2,2,,-1.0,-1.0,-1.0
5606,GTS Telecom SRL,RO,97,PARTIAL: VULNERABLE (Mixed),0.0,1,8,,-1.0,-1.0,-1.0
28260,ALTA REDE CORPORATE NETWORK TELECOM LTDA - EPP,BR,97,PARTIAL: VULNERABLE (Mixed),99.58,2,6,,9.4,75.2,99.7
3758,SingNet,SG,97,PARTIAL: VULNERABLE (Mixed),0.47,1,6,,-1.0,-1.0,-1.0
8151,UNINET,MX,97,VULNERABLE (Atlas Verified),0.27,0,9,VULNERABLE (ATLAS Verified),-1.0,-1.0,-1.0
44901,Belcloud LTD,BG,96,PARTIAL: VULNERABLE (Mixed),-1.0,2,9,,-1.0,-1.0,-1.0
34779,"T-2, d.o.o.",SI,96,PASSIVE (Clean Pipe),0.06,0,5,,-1.0,-1.0,-1.0
2686,"AT&T Enterprises, LLC",US,96,PARTIAL: VULNERABLE (Mixed),-1.0,2,8,,-1.0,-1.0,-1.0
394684,GOLD DATA USA INC,US,95,PASSIVE (Clean Pipe),0.53,0,7,,-1.0,-1.0,-1.0
1267,WIND TRE S.P.A.,IT,95,ACTIVE (Atlas Verified),0.12,0,3,SECURE (Verified Active),-1.0,-1.0,-1.0
28329,SAMM  (G8/Megatelecom),BR,95,PARTIAL: VULNERABLE (Mixed),0.93,1,4,,-1.0,-1.0,-1.0
2854,LLC Orange Business Services,RU,95,PARTIAL: VULNERABLE (Mixed),-1.0,6,11,,-1.0,-1.0,-1.0
12357,VODAFONE ESPANA S.A.U.,ES,94,PARTIAL: VULNERABLE (Mixed),0.0,1,2,,-1.0,-1.0,-1.0
11351,Charter Communications Inc,US,94,ACTIVE (Atlas Verified),99.95,0,2,SECURE (Verified Active),0.0,99.9,100.0
262462,Aranet Play,BR,94,PASSIVE (Clean Pipe),0.17,0,3,,-1.0,-1.0,-1.0
12025,Iron Mountain Data Centers,US,94,PASSIVE (Clean Pipe),-1.0,0,5,,-1.0,-1.0,-1.0
29802,"HIVELOCITY, Inc.",US,94,PARTIAL: VULNERABLE (Mixed),98.24,8,15,,5.8,68.2,99.2
52554,Rede MegasNet Telecomunicações,BR,93,PARTIAL: VULNERABLE (Mixed),0.34,1,3,,-1.0,-1.0,-1.0
8434,Telenor Sverige AB,SE,93,PASSIVE (Clean Pipe),0.03,0,1,,-1.0,-1.0,-1.0
35168,TNS-Plus LLP,KZ,93,PARTIAL: VULNERABLE (Mixed),-1.0,4,8,,-1.0,-1.0,-1.0
52873,Softdados Telecomunicações,BR,93,ACTIVE LOCAL ROV,18.17,0,2,,-1.0,-1.0,-1.0
270735,COMPUTIZE NETWORK TELECOMUNICACOES LTDA,BR,92,PARTIAL: VULNERABLE (Mixed),-1.0,3,12,,-1.0,-1.0,-1.0
199599,"Telecom-Birzha, LLC",RU,92,PARTIAL: VULNERABLE (Mixed),-1.0,4,6,,-1.0,-1.0,-1.0
56534,Comfortel Ltd.,RU,92,PARTIAL: VULNERABLE (Mixed),-1.0,2,6,,-1.0,-1.0,-1.0
2116,GLOBALCONNECT AS,NO,92,PARTIAL: VULNERABLE (Mixed),0.17,1,4,,-1.0,-1.0,-1.0
3741,Dimension Data,ZA,92,VULNERABLE (Atlas Verified),3.54,0,5,VULNERABLE (ATLAS Verified),-1.0,-1.0,-1.0
209735,Lagrange Cloud Technologies Limited,GB,92,PARTIAL: VULNERABLE (Mixed),-1.0,1,3,,-1.0,-1.0,-1.0
28186,ITS TELECOMUNICACOES LTDA,BR,90,PARTIAL: VULNERABLE (Mixed),94.63,2,7,,0.7,94.7,98.5
15557,SFR SA,FR,90,ACTIVE (Atlas Verified),57.31,0,6,SECURE (Verified Active),-1.0,-1.0,-1.0
58224,Iran Telecommunication Company PJS,IR,90,PARTIAL: VULNERABLE (Mixed),-1.0,1,2,MIXED,-1.0,-1.0,-1.0
59692,IQWeb FZ-LLC,AE,90,PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
12735,TurkNet Iletisim Hizmetleri A.S.,TR,90,PARTIAL: VULNERABLE (Mixed),0.19,3,7,,-1.0,-1.0,-1.0
44600,"""GIGATRANS UKRAINE"", LLC",UA,90,PARTIAL: VULNERABLE (Mixed),2.4,2,9,,-1.0,-1.0,-1.0
55824,NKN Core Network,IN,90,ACTIVE (Atlas Verified),1.29,2,2,SECURE (Verified Active),-1.0,-1.0,-1.0
63927,RISE,HK,89,PASSIVE (Clean Pipe),0.0,0,7,,-1.0,-1.0,-1.0
10103,HK Broadband Network Ltd.,HK,89,PARTIAL: VULNERABLE (Mixed),0.25,1,3,,-1.0,-1.0,-1.0
12963,"Scientific Industrial Firm ""Volz"" Ltd",UA,89,PARTIAL: VULNERABLE (Mixed),0.55,6,9,,-1.0,-1.0,-1.0
52863,UPX TECNOLOGIA LTDA,BR,89,PARTIAL: VULNERABLE (Mixed),-1.0,3,7,,-1.0,-1.0,-1.0
