asn,name,cc,cone,verdict,apnic_score,dirty,total,atlas_verdict,peers_cloudflare
21574,Century Telecom Ltda,BR,179,PARTIAL (Mixed Feeds),0.58,3,6,,
34872,Servperso Systems,DE,179,PARTIAL (Mixed Feeds),-1.0,5,7,,
137366,PT iForte Solusi Infotek,ID,178,PARTIAL (Mixed Feeds),-1.0,2,7,,
1680,Cellcom Fixed Line Communication L.P,IL,177,PARTIAL (Mixed Feeds),0.23,4,7,,
4764,Aussie Broadband,AU,177,SECURE (Active Local ROV),98.51,2,6,,
8866,Vivacom Bulgaria EAD,BG,177,SECURE (Active Local ROV),99.77,7,10,,
7015,"Comcast Cable Communications, LLC",US,176,SECURE (Full Coverage),100.0,0,2,,
16019,Vodafone Czech Republic a.s.,CZ,176,SECURE (Active Local ROV),100.0,1,2,SECURE,No Trace
58389,PT Sumber Data Indonesia,ID,175,PARTIAL (Mixed Feeds),-1.0,6,9,,
262907,Brasil TecPar,BR,175,PARTIAL (Mixed Feeds),0.11,6,7,,
52925,Ascenty Data Centers e Telecomunicações S/A,BR,175,PARTIAL (Mixed Feeds),-1.0,9,12,,
262355,VSX Networks,BR,175,SECURE (Active Local ROV),100.0,4,6,,
17762,Tata Teleservices Maharashtra Ltd,IN,175,VULNERABLE (No Coverage),1.35,4,4,,
38082,"True International Gateway Co., Ltd.",NL,174,PARTIAL (Mixed Feeds),-1.0,6,11,,
45903,CMC Telecom Infrastructure Company,VN,173,PARTIAL (Mixed Feeds),1.86,10,13,,
20055,Ziply Fiber,US,173,PARTIAL (Mixed Feeds),0.08,1,4,VULNERABLE,No Trace
57866,Fusix Networks B.V.,NL,173,PARTIAL (Mixed Feeds),-1.0,4,8,,
2119,Telenor Norge AS,NO,172,SECURE (Active Local ROV),99.91,4,7,,
25369,Hydra Communications Ltd,GB,171,SECURE (Active Local ROV),100.0,37,43,,
13194,"UAB ""Bite Lietuva""",LT,171,PARTIAL (Mixed Feeds),0.07,3,7,,
52361,ARSAT - Empresa Argentina de Soluciones Satelitales S.A.,AR,171,SECURE (Full Coverage),97.78,0,2,,
45117,Ishan's Network,IN,170,VULNERABLE (No Coverage),0.56,6,6,INVALID TEST (Bypassed),False
41798,JSC Transtelecom,KZ,170,PARTIAL (Mixed Feeds),20.53,5,6,,
29075,IELO-LIAZO SERVICES SAS,FR,170,PARTIAL (Mixed Feeds),9.57,6,10,,
212895,Johannes Ernst,US,169,PARTIAL (Mixed Feeds),-1.0,13,14,,
53667,FranTech Solutions,US,169,PARTIAL (Mixed Feeds),91.96,3,5,,
135607,Infinivan Incorporated,PH,168,PARTIAL (Mixed Feeds),0.69,7,10,,
45296,PT Rabik Bangun Nusantara,ID,168,PARTIAL (Mixed Feeds),0.52,6,7,,
201706,SERVICEPIPE LLC,RU,168,PARTIAL (Mixed Feeds),-1.0,8,11,,
4713,NTT Communications Corporation (OCN),JP,167,SECURE (Active Local ROV),98.87,1,2,,
15164,Unite Private Networks LLC.,US,167,PARTIAL (Mixed Feeds),2.0,1,4,,
11664,Techtel LMDS Comunicaciones Interactivas S.A.,AR,167,PARTIAL (Mixed Feeds),2.74,2,7,,
46427,SF Innovations Inc.,RU,165,PARTIAL (Mixed Feeds),-1.0,1,2,,
8400,Telekom Srbija a.d.,RS,164,SECURE (Active Local ROV),99.84,5,7,,
61649,CONECT TELECOMUNICACOES COMUNICACOES E MULTIMIDIA,BR,164,VULNERABLE (No Coverage),0.0,2,2,,
27064,Defense Information Systems Agency (DISA),US,163,VULNERABLE (No Coverage),-1.0,3,3,,
19551,Incapsula Inc,US,163,PARTIAL (Mixed Feeds),-1.0,32,42,,
4837,China Unicom Backbone,CN,163,CORE: UNPROTECTED,0.41,0,0,,
29632,Netassist International EOOD,DE,163,PARTIAL (Mixed Feeds),0.0,4,5,,
8551,Bezeq International Ltd.,IL,163,PARTIAL (Mixed Feeds),0.58,2,7,,
59692,IQWeb FZ-LLC,RU,162,PARTIAL (Mixed Feeds),-1.0,1,2,,
28189,NOVVACORE,BR,162,PARTIAL (Mixed Feeds),0.0,2,5,,
6667,Elisa Oyj,GB,160,PARTIAL (Mixed Feeds),-1.0,1,5,,
28910,"""Uzbektelekom"" Joint Stock Company",UZ,160,PARTIAL (Mixed Feeds),-1.0,16,19,,
39801,France-IX L3 Services,FR,159,SECURE (Full Coverage),-1.0,0,1,,
270735,COMPUTIZE NETWORK TELECOMUNICACOES LTDA,BR,158,PARTIAL (Mixed Feeds),-1.0,10,15,,
55685,PT Jala Lintas Media,ID,157,PARTIAL (Mixed Feeds),0.16,7,11,,
15694,Atman Sp. z o.o.,PL,157,SECURE (Active Local ROV),100.0,4,8,,
133296,Web Werks India Pvt. Ltd.,IN,156,VULNERABLE (No Coverage),-1.0,8,8,,
327708,Airtel Rwanda Ltd,KE,156,PARTIAL (Mixed Feeds),2.01,6,9,,
25091,IP-Max SA,RU,155,PARTIAL (Mixed Feeds),-1.0,5,9,,
9009,M247 Europe SRL,US,155,PARTIAL (Mixed Feeds),0.85,13,21,VULNERABLE,No Trace
52554,Rede MegasNet Telecomunicações,BR,155,PARTIAL (Mixed Feeds),0.0,4,5,,
37282,Mainone Cable Company,NG,154,PARTIAL (Mixed Feeds),2.15,3,5,,
33667,"Comcast Cable Communications, LLC",US,154,SECURE (Full Coverage),-1.0,0,2,,
208972,GIBIRNet Iletisim,RU,154,VULNERABLE (No Coverage),59.89,6,6,,
2856,British Telecommunications,GB,153,VULNERABLE (No Coverage),4.37,3,3,MIXED,No Trace
52863,UPX TECNOLOGIA LTDA,BR,153,PARTIAL (Mixed Feeds),-1.0,8,10,,
9790,Two Degrees Networks Limited,NZ,153,PARTIAL (Mixed Feeds),6.86,2,5,VULNERABLE,No Trace
201776,Miranda-Media Ltd,RU,153,VULNERABLE (No Coverage),0.74,2,2,,
52872,VOANET Telecomunicações Ltda.,BR,153,PARTIAL (Mixed Feeds),0.15,2,3,,
53427,TGLOBAL NETWORKS,BR,151,PARTIAL (Mixed Feeds),-1.0,5,8,,
4455,IX Reach Ltd,US,151,PARTIAL (Mixed Feeds),-1.0,5,8,,
8772,NetAssist LLC,DE,151,PARTIAL (Mixed Feeds),-1.0,7,9,,
23005,"SWITCH, LTD",US,150,PARTIAL (Mixed Feeds),0.79,1,5,,
11427,Charter Communications Inc,US,149,SECURE (Active Local ROV),99.91,3,3,,
48070,DSM (GB) Limited,GB,149,PARTIAL (Mixed Feeds),-1.0,2,3,,
33287,"Comcast Cable Communications, LLC",US,148,SECURE (Full Coverage),-1.0,0,2,,
33657,"Comcast Cable Communications, LLC",US,148,SECURE (Full Coverage),100.0,0,2,,
262999,IVI TECNOLOGIA E COMUNICAÇÃO LTDA,BR,147,VULNERABLE (No Coverage),0.34,6,6,,
40264,Charter Communications LLC,US,147,SECURE (Active Local ROV),100.0,1,2,,
20001,Charter Communications Inc,US,147,SECURE (Active Local ROV),99.79,4,6,,
6079,RCN,US,147,SECURE (Active Local ROV),99.06,1,5,,
44306,OMONIA d.o.o.,HR,147,PARTIAL (Mixed Feeds),-1.0,3,4,,
150178,EXABYTE LTD,BD,146,PARTIAL (Mixed Feeds),-1.0,6,7,,
132876,Symphony Communication (Thailand) PCL.,GB,146,PARTIAL (Mixed Feeds),-1.0,7,10,,
7720,Skywolf Technology LLC,CN,146,PARTIAL (Mixed Feeds),-1.0,1,3,,
7162,Universo Online S.A.,BR,145,VULNERABLE (No Coverage),-1.0,7,7,,
49800,GNC-Alfa CJSC,AM,144,SECURE (Active Local ROV),99.18,2,4,,
4775,Globe Telecoms,PH,144,PARTIAL (Mixed Feeds),0.57,13,21,,
3758,SingNet,SG,144,PARTIAL (Mixed Feeds),0.17,4,6,,
41051,Freetransit Project (Openfactory GmbH),DE,144,PARTIAL (Mixed Feeds),-1.0,2,4,,
34549,meerfarbig GmbH & Co. KG,DE,143,PARTIAL (Mixed Feeds),-1.0,3,9,,
2152,CENIC - CalREN,US,143,PARTIAL (Mixed Feeds),0.31,2,5,,
4787,PT Cyberindo Aditama,ID,142,VULNERABLE (No Coverage),0.99,3,3,,
5391,Hrvatski Telekom d.d.,HR,141,PARTIAL (Mixed Feeds),0.22,2,7,,
400282,UPX US LLC,US,141,PARTIAL (Mixed Feeds),-1.0,2,3,,
205103,Telegraph42 Management GmbH,DE,140,PARTIAL (Mixed Feeds),-1.0,5,6,,
28220,Alares Internet,BR,139,PARTIAL (Mixed Feeds),87.98,9,11,,
60144,3W Infra B.V.,NL,139,PARTIAL (Mixed Feeds),-1.0,3,5,,
42020,OGERO,LB,139,SECURE (Full Coverage),99.15,0,2,,
55850,Mercury NZ Limited,US,139,SECURE (Active Local ROV),99.34,2,3,,
36236,"NetActuate, Inc",BR,139,PARTIAL (Mixed Feeds),-1.0,14,23,,
16276,OVH SAS,US,138,PARTIAL (Mixed Feeds),1.27,16,23,VULNERABLE,No Trace
265038,TELFO SERVICO DE TELECOMUNICACOES LTDA,BR,138,PARTIAL (Mixed Feeds),76.2,2,5,,
2607,Zdruzenie pouzivatelov Slovenskej akademickej datovej siete SANET,SK,138,PARTIAL (Mixed Feeds),0.0,3,5,,
43298,Storm Networks LLC,RU,138,VULNERABLE (No Coverage),-1.0,10,10,,
394684,GOLD DATA USA INC,VE,137,PARTIAL (Mixed Feeds),0.48,2,8,,
45629,JasTel Network International Gateway,TH,137,PARTIAL (Mixed Feeds),-1.0,15,21,,
34224,Neterra Ltd.,BG,137,PARTIAL (Mixed Feeds),0.0,10,15,,
62000,SERVERD SAS,FR,137,PARTIAL (Mixed Feeds),-1.0,5,7,,
17378,"TierPoint, LLC",US,136,PARTIAL (Mixed Feeds),-1.0,3,7,,
41095,IPTP LTD,US,135,PARTIAL (Mixed Feeds),1.96,2,3,,
28126,BRISANET SERVICOS DE TELECOMUNICACOES S.A,BR,134,PARTIAL (Mixed Feeds),2.35,7,9,,
2519,ARTERIA Networks Corporation,JP,134,PARTIAL (Mixed Feeds),0.13,2,6,,
209533,iFog GmbH - BGPTunnel,DE,133,PARTIAL (Mixed Feeds),-1.0,1,2,,
13760,Uniti Fiber Holdings Inc.,US,133,PARTIAL (Mixed Feeds),2.97,1,3,,
12400,Partner Communications Ltd.,IL,133,PARTIAL (Mixed Feeds),0.09,5,9,,
7016,"Comcast Cable Communications, LLC",US,132,SECURE (Full Coverage),-1.0,0,2,,
37613,DOLPHIN TELECOMMUNICATION LIMITED,NG,132,PARTIAL (Mixed Feeds),-1.0,6,9,,
5713,Telkom SA Ltd.,DE,132,PARTIAL (Mixed Feeds),0.7,5,7,,
35625,Eurofiber France SAS,FR,132,SECURE (Full Coverage),0.96,0,3,,
13293,"Institute of Bioorganic Chemistry Polish Academy of Science, Poznan Supercomputing and Networking Center",PL,132,SECURE (Full Coverage),-1.0,0,3,,
21949,Beanfield Technologies Inc.,CA,130,PARTIAL (Mixed Feeds),1.78,5,8,,
9505,Taiwan Internet Gateway,US,129,PARTIAL (Mixed Feeds),-1.0,4,7,,
3462,HiNet (Chunghwa Telecom),TW,129,PARTIAL (Mixed Feeds),76.38,2,4,SECURE,No Trace
136557,Host Universal Pty Ltd,AU,129,PARTIAL (Mixed Feeds),0.29,4,7,,
9930,TIME dotCom Bhd,MY,129,PARTIAL (Mixed Feeds),0.31,9,13,,
3292,TDC Holding A/S,DK,129,SECURE (Active Local ROV),99.96,2,6,,
31287,IPACCT CABLE Ltd,BG,128,PARTIAL (Mixed Feeds),0.0,5,11,,
4648,Spark New Zealand,NZ,128,PARTIAL (Mixed Feeds),1.49,2,5,,
215828,"Tizian Maxime Weigt trading as ""TMW Global Networks""",DE,127,PARTIAL (Mixed Feeds),-1.0,11,12,,
29314,VECTRA S.A.,PL,127,PARTIAL (Mixed Feeds),0.21,1,3,,
58715,EARTH TELECOMMUNICATION (Pvt) LTD.,BD,127,PARTIAL (Mixed Feeds),0.3,6,8,,
139901,Apple Communication Ltd.,BD,126,PARTIAL (Mixed Feeds),0.0,9,11,,
13878,Scala Data Centers,BR,126,VULNERABLE (No Coverage),-1.0,1,1,,
24534,PT Trans Hybrid Communication,ID,126,PARTIAL (Mixed Feeds),0.54,5,7,,
9198,JSC Kazakhtelecom,KZ,126,PARTIAL (Mixed Feeds),0.45,9,11,VULNERABLE,No Trace
9680,HiNet Service Center in U.S.A,US,126,PARTIAL (Mixed Feeds),-1.0,3,7,,
208293,AlSalam State Company,IQ,126,PARTIAL (Mixed Feeds),-1.0,20,21,,
58511,Swoop (Anycast Global Backbone),AU,126,PARTIAL (Mixed Feeds),-1.0,2,5,,
47734,Telecom IT Solutions SRL,DE,125,IXP / Peer / Stub,-1.0,0,0,,
10099,China Unicom Global,CN,125,PARTIAL (Mixed Feeds),0.0,14,18,,
49915,Megaport (UK) Limited,US,124,PARTIAL (Mixed Feeds),-1.0,6,12,,
55002,"F5, Inc.",US,123,VULNERABLE (No Coverage),-1.0,3,3,MIXED,No Trace
39737,Prime Telecom srl,RO,122,PARTIAL (Mixed Feeds),0.0,3,5,,
49127,Asimo Networks B.V.,NL,122,PARTIAL (Mixed Feeds),-1.0,5,9,,
138997,Eons Data Communications Limited,JP,122,PARTIAL (Mixed Feeds),5.62,5,7,,
5578,"SWAN, a.s.",SK,121,SECURE (Full Coverage),0.15,0,2,,
9808,China Mobile Backbone,CN,121,CORE: UNPROTECTED,0.24,0,0,,
12129,"123.Net, Inc.",US,121,PARTIAL (Mixed Feeds),0.53,6,11,,
6855,"Slovak Telekom, a.s.",CZ,121,PARTIAL (Mixed Feeds),0.15,2,4,,
43668,"""AS43668"" LLC",UA,121,PARTIAL (Mixed Feeds),0.0,3,8,,
38757,PT Indonesia Comnets Plus,ID,120,PARTIAL (Mixed Feeds),-1.0,2,4,,
28186,ITS TELECOMUNICACOES LTDA,BR,120,SECURE (Active Local ROV),97.79,6,8,,
16509,"Amazon.com, Inc.",US,119,PARTIAL (Mixed Feeds),70.88,11,20,SECURE,No Trace
12430,VODAFONE ESPANA S.A.U.,ES,118,PARTIAL (Mixed Feeds),0.17,3,4,,
8151,UNINET,MX,118,PARTIAL (Mixed Feeds),0.93,3,9,VULNERABLE,No Trace
3399,Obenet AB,NL,117,SECURE (Full Coverage),100.0,0,3,,
28716,Retelit Digital Services S.p.A.,IT,117,PARTIAL (Mixed Feeds),2.94,3,5,,
268696,Tuddo Telecom Ltda.,BR,116,PARTIAL (Mixed Feeds),1.02,8,9,,
48266,Catixs Ltd,GB,116,PARTIAL (Mixed Feeds),0.0,4,7,,
17645,NTT Singapore Pte Ltd,SG,116,VULNERABLE (No Coverage),-1.0,3,3,,
42861,Foton Telecom CJSC,RU,115,VULNERABLE (No Coverage),-1.0,2,2,,
57724,DDOS-GUARD LTD,RU,114,VULNERABLE (No Coverage),-1.0,6,6,,
19114,Otecel S.A.,EC,114,SECURE (Active Local ROV),97.9,2,3,,
48237,"Etihad Etisalat, a joint stock company",DE,113,PARTIAL (Mixed Feeds),-1.0,4,9,,
2711,Spirit Communications,US,113,SECURE (Active Local ROV),98.05,2,5,,
18734,"Operbes, S.A. de C.V.",MX,113,PARTIAL (Mixed Feeds),1.11,6,11,,
6057,Administracion Nacional de Telecomunicaciones,UY,113,PARTIAL (Mixed Feeds),0.09,4,8,VULNERABLE,No Trace
19037,AMX Argentina S.A.,AR,112,SECURE (Full Coverage),37.15,0,1,,
31216,BSO Network Solutions SAS,GB,111,PARTIAL (Mixed Feeds),-1.0,2,4,,
12297,Telecom Armenia OJSC,AM,111,PARTIAL (Mixed Feeds),0.11,3,4,,
29208,"Quantcom, a.s.",DE,110,SECURE (Active Local ROV),99.89,2,4,,
273683,ALLREDE TELECOM LTDA,BR,110,PARTIAL (Mixed Feeds),0.12,6,9,,
49581,Ferdinand Zink trading as Tube-Hosting,DE,110,PARTIAL (Mixed Feeds),0.53,2,4,,
7575,Australian Academic and Research Network (AARNet),AU,110,SECURE (Active Local ROV),100.0,3,5,,
11014,Metrotel,AR,110,VULNERABLE (No Coverage),38.7,2,2,,
12713,Ote SA (Hellenic Telecommunications Organisation),GB,109,PARTIAL (Mixed Feeds),-1.0,2,5,,
60280,National Traffic Exchange Center (Belarus),DE,109,PARTIAL (Mixed Feeds),-1.0,8,9,,
28343,Unifique Telecomunicações SA,BR,109,PARTIAL (Mixed Feeds),65.94,2,4,,
58463,PT PGAS Telekomunikasi Nusantara,ID,109,PARTIAL (Mixed Feeds),-1.0,3,4,,
58224,Iran Telecommunication Company PJS,IR,109,VULNERABLE (No Coverage),62.08,5,5,MIXED,No Trace
4635,HKIX Route Servers,HK,109,PARTIAL (Mixed Feeds),-1.0,8,9,,
2854,LLC Orange Business Services,RU,108,PARTIAL (Mixed Feeds),-1.0,12,14,,
5606,GTS Telecom SRL,RO,108,PARTIAL (Mixed Feeds),-1.0,3,9,,
35753,Etihad Salam Telecom CJSC,SA,108,PARTIAL (Mixed Feeds),0.47,3,5,,
9886,CTCSCI TECH LIMITED,HK,108,PARTIAL (Mixed Feeds),-1.0,7,10,,
33363,"Charter Communications, Inc",US,108,SECURE (Active Local ROV),99.92,1,1,,
2907,Science Information Network,JP,107,PARTIAL (Mixed Feeds),0.87,1,2,,
11172,"Alestra, S. de R.L. de C.V.",MX,107,PARTIAL (Mixed Feeds),1.78,8,10,,
58656,bdHUB Limited,BD,106,VULNERABLE (No Coverage),0.34,5,5,,
3302,Retelit Digital Services S.p.A.,IT,106,PARTIAL (Mixed Feeds),0.75,2,4,,
2518,BIGLOBE Inc.,JP,106,SECURE (Active Local ROV),98.97,3,5,,
2116,GLOBALCONNECT AS,NO,105,PARTIAL (Mixed Feeds),0.23,3,5,,
15576,NTS workspace AG,CH,105,PARTIAL (Mixed Feeds),-1.0,2,5,,
17995,PT iForte Global Internet,ID,105,VULNERABLE (No Coverage),1.14,3,3,,
207841,Inferno Communications Ltd,GB,104,VULNERABLE (No Coverage),-1.0,3,3,,
3301,Telia Company AB,SE,104,SECURE (Full Coverage),99.95,0,1,,
47147,Anexia Cloud Solutions GmbH,DE,104,PARTIAL (Mixed Feeds),-1.0,4,6,,
12357,VODAFONE ESPANA S.A.U.,ES,104,VULNERABLE (No Coverage),-1.0,2,2,,
23487,CONECEL,EC,103,PARTIAL (Mixed Feeds),91.66,3,8,,
44324,MoeDove LLC,US,103,PARTIAL (Mixed Feeds),-1.0,22,23,,
1853,ACONET,AT,103,PARTIAL (Mixed Feeds),0.0,2,5,,
8262,Evolink EAD,BG,103,PARTIAL (Mixed Feeds),-1.0,5,8,,
44530,HOPUS SAS,FR,102,SECURE (Full Coverage),-1.0,0,1,,
7470,"TRUE INTERNET Co.,Ltd.",TH,102,VULNERABLE (No Coverage),0.43,2,2,,
7632,PT Link Net Tbk,ID,102,PARTIAL (Mixed Feeds),-1.0,3,5,,
6768,"""EUROTELE-PLUS"" LLC",UA,102,PARTIAL (Mixed Feeds),0.17,5,10,,
134654,PT Data Utama Dinamika,ID,101,PARTIAL (Mixed Feeds),-1.0,3,4,,
53115,ISPX Solucoes em Telecomunicacoes SPE Ltda,BR,101,PARTIAL (Mixed Feeds),1.04,2,4,,
58212,dataforest GmbH,DE,101,PARTIAL (Mixed Feeds),10.71,3,5,,
262462,Aranet Play,BR,101,PARTIAL (Mixed Feeds),0.08,2,3,,
45796,UIH / BB Connect,TH,101,PARTIAL (Mixed Feeds),-1.0,6,10,,
34779,"T-2, d.o.o.",SI,101,PARTIAL (Mixed Feeds),0.02,1,5,,
33132,Crown Castle Fiber LLC,US,101,VULNERABLE (No Coverage),2.95,1,1,,
13767,"DataBank Holdings, Ltd.",US,101,PARTIAL (Mixed Feeds),-1.0,7,11,,
268624,Gamers Club Ltda,BR,99,PARTIAL (Mixed Feeds),77.27,4,5,,
30823,aurologic GmbH,DE,99,PARTIAL (Mixed Feeds),11.54,5,8,,
8764,"Telia Lietuva, AB",LT,99,PARTIAL (Mixed Feeds),0.07,2,4,,
1267,WIND TRE S.P.A.,IT,99,PARTIAL (Mixed Feeds),0.44,1,3,VULNERABLE,No Trace
15557,SFR SA,FR,99,PARTIAL (Mixed Feeds),0.71,3,6,VULNERABLE,No Trace
703,Verizon Business - APAC,US,98,PARTIAL (Mixed Feeds),-1.0,4,8,,
13249,"PRIVATE JOINT STOCK COMPANY ""DATAGROUP""",UA,98,PARTIAL (Mixed Feeds),-1.0,1,5,,
262761,Sinal Br Telecom Ltda,BR,98,PARTIAL (Mixed Feeds),0.34,5,7,,
2686,"AT&T Enterprises, LLC",US,98,PARTIAL (Mixed Feeds),-1.0,5,8,,
11351,Charter Communications Inc,US,98,SECURE (Active Local ROV),99.96,1,2,,
22652,Videotron Ltee,CA,97,SECURE (Full Coverage),0.83,0,4,,
16397,Equinix Brasil,BR,97,VULNERABLE (No Coverage),-1.0,1,1,,
3770,"FirstLight Fiber, Inc.",US,97,PARTIAL (Mixed Feeds),-1.0,1,2,,
39533,Asympto Networks Kft.,US,97,VULNERABLE (No Coverage),-1.0,2,2,,
3352,TELEFONICA DE ESPANA S.A.U.,ES,96,SECURE (Active Local ROV),99.87,1,1,,
15895,"""Kyivstar"" PJSC",UA,96,SECURE (Active Local ROV),99.79,2,4,,
199599,"Telecom-Birzha, LLC",RU,96,VULNERABLE (No Coverage),-1.0,6,6,,
13094,"JSC ""ER-Telecom Holding""",RU,96,IXP / Peer / Stub,-1.0,0,0,,
9885,NKN INTERNET GATEWAY NETWORK,IN,95,VULNERABLE (No Coverage),-1.0,3,3,,
152144,LIGHTSTORM ASIA PTE. LTD.,US,95,PARTIAL (Mixed Feeds),-1.0,3,4,,
34309,Link11 GmbH,GB,95,PARTIAL (Mixed Feeds),-1.0,1,5,,
396998,"Path Network, Inc.",US,94,PARTIAL (Mixed Feeds),-1.0,2,3,,
262740,VELOO NET LTDA,BR,94,PARTIAL (Mixed Feeds),0.24,3,5,,
12479,Orange Espagne SA,ES,94,SECURE (Full Coverage),99.92,0,2,,
11796,"Airstream Communications, LLC",US,93,PARTIAL (Mixed Feeds),0.14,3,6,,
33659,"Comcast Cable Communications, LLC",US,93,SECURE (Full Coverage),-1.0,0,2,,
32505,Conterra,US,93,PARTIAL (Mixed Feeds),5.69,1,3,,
9269,Hong Kong Broadband Network Ltd.,HK,93,PARTIAL (Mixed Feeds),0.17,7,12,,
7385,Zayo (fka Allstream),US,93,VULNERABLE (No Coverage),0.0,1,1,,
56655,Gigahost AS,RU,93,SECURE (Active Local ROV),96.61,1,3,,
17408,AboveNet Communications Taiwan,TW,93,PARTIAL (Mixed Feeds),-1.0,3,4,,
11426,Charter Communications Inc,US,93,SECURE (Active Local ROV),99.94,1,1,,
8657,MEO International Backbone,DE,93,PARTIAL (Mixed Feeds),-1.0,1,5,,
263237,PowerHost Telecom SPA,BR,92,PARTIAL (Mixed Feeds),-1.0,5,10,,
62,CyrusOne LLC,US,92,PARTIAL (Mixed Feeds),-1.0,2,5,,
17639,Converge ICT Solutions Inc.,PH,92,PARTIAL (Mixed Feeds),4.37,8,16,,
40850,UPIX NETWORKS INTERNATIONAL LLC,BR,91,VULNERABLE (No Coverage),-1.0,5,5,,
266931,NOVELL INTERNET,BR,91,VULNERABLE (No Coverage),0.0,4,4,,
4780,Digital United Inc.,TW,91,PARTIAL (Mixed Feeds),0.59,6,7,,
47605,FNE-Finland Oy,DE,91,PARTIAL (Mixed Feeds),-1.0,2,4,,
29802,"HIVELOCITY, Inc.",US,91,PARTIAL (Mixed Feeds),1.25,9,15,,
150684,"JINX CO., LIMITED",HK,91,VULNERABLE (No Coverage),-1.0,1,1,,
31242,P4 Sp. z o.o.,PL,90,SECURE (Full Coverage),97.6,0,3,,
12963,"Scientific Industrial Firm ""Volz"" Ltd",UA,90,PARTIAL (Mixed Feeds),0.37,7,9,,
49434,FBW NETWORKS SAS,RU,90,PARTIAL (Mixed Feeds),-1.0,2,3,,
28198,SEMPRE TELECOMUNICACOES LTDA,BR,90,PARTIAL (Mixed Feeds),0.58,5,6,,
12025,Iron Mountain Data Centers,US,89,PARTIAL (Mixed Feeds),-1.0,1,5,,
40676,Psychz Networks,US,89,SECURE (Active Local ROV),99.07,74,77,,
53356,Free Range Cloud Hosting Inc.,US,88,PARTIAL (Mixed Feeds),-1.0,10,15,,
35819,"Etihad Etisalat, a joint stock company",SA,88,VULNERABLE (No Coverage),0.77,1,1,,
6696,VERIXI SA,NL,88,PARTIAL (Mixed Feeds),0.0,2,4,,
137491,Peerex Networks Ltd,BD,88,PARTIAL (Mixed Feeds),0.44,3,4,,
13367,"Comcast Cable Communications, LLC",US,88,SECURE (Full Coverage),-1.0,0,2,,
55824,NKN Core Network,IN,87,VULNERABLE (No Coverage),1.68,2,2,,
263966,WorldWifi,BR,87,PARTIAL (Mixed Feeds),0.08,4,5,,
56534,Comfortel Ltd.,RU,87,VULNERABLE (No Coverage),-1.0,6,6,,
263073,DTEL TELECOM,BR,87,PARTIAL (Mixed Feeds),0.16,2,5,,
27947,Telconet S.A,EC,87,PARTIAL (Mixed Feeds),0.49,4,7,,
50917,Diederik Focko de Zee,RU,87,PARTIAL (Mixed Feeds),-1.0,4,5,,
262476,BRCENTRAL TELECOM,BR,87,PARTIAL (Mixed Feeds),5.03,5,6,,
45274,WorldLink International Transit Services,NP,87,VULNERABLE (No Coverage),-1.0,3,3,,
207168,Business Trade Ltd,RU,86,VULNERABLE (No Coverage),-1.0,4,4,,
199310,XIN BING XIAN,US,86,VULNERABLE (No Coverage),-1.0,17,17,,
26554,"US Signal Company, L.L.C.",US,86,PARTIAL (Mixed Feeds),2.56,2,6,,
5056,Aureon Network Services,US,86,SECURE (Full Coverage),0.02,0,3,,
262503,WIKI TELECOMUNICACOES EIRELI,BR,86,PARTIAL (Mixed Feeds),0.73,4,5,,
202,"Level 3 Parent, LLC",US,86,SECURE (Full Coverage),-1.0,0,1,,
9829,BSNL (Bharat Sanchar Nigam Ltd),IN,85,PARTIAL (Mixed Feeds),1.04,9,12,,
10103,HK Broadband Network Ltd.,HK,85,VULNERABLE (No Coverage),0.47,3,3,,
719,Elisa Oyj,FI,85,SECURE (Active Local ROV),99.94,1,1,,
38731,Viettel - CHT Company Ltd,VN,85,VULNERABLE (No Coverage),-1.0,2,2,,
9116,Partner Communications Ltd.,DE,85,IXP / Peer / Stub,-1.0,0,0,,
262206,COMCEL GUATEMALA S.A.,GT,84,PARTIAL (Mixed Feeds),-1.0,2,5,,
33763,Paratus Telecommunications Limited,NA,84,PARTIAL (Mixed Feeds),0.65,12,14,,
12310,iNES GROUP SRL,RO,84,PARTIAL (Mixed Feeds),1.57,3,6,,
39351,31173 Services AB,DE,84,SECURE (Active Local ROV),99.7,1,4,,
17433,Hytron Network Services Limited,US,84,PARTIAL (Mixed Feeds),-1.0,5,7,,
58057,Securebit AG,DE,83,PARTIAL (Mixed Feeds),-1.0,13,17,,
25899,LS Networks,US,83,SECURE (Active Local ROV),100.0,1,2,,
15305,"Syringa Networks, LLC",US,83,SECURE (Full Coverage),0.18,0,4,,
132436,Tahoe Communication Limited,BD,83,VULNERABLE (No Coverage),0.41,6,6,,
263432,CORPORATIVA TELECOMUNICACOES EIRELI ME,BR,82,PARTIAL (Mixed Feeds),0.36,4,5,,
13876,"FiberLight, LLC",US,82,PARTIAL (Mixed Feeds),94.25,2,5,,
33668,"Comcast Cable Communications, LLC",US,82,SECURE (Full Coverage),-1.0,0,2,,
58655,SkyTel Communications Limited,BD,82,VULNERABLE (No Coverage),0.62,5,5,,
8781,Ooredoo Q.S.C.,QA,82,PARTIAL (Mixed Feeds),0.27,5,12,,
263702,GRUPO ZGH SPA,CL,81,PARTIAL (Mixed Feeds),0.0,3,6,,
47160,MOJI SAS,FR,81,PARTIAL (Mixed Feeds),-1.0,4,6,,
140684,Bangladesh Internet Exchange Trust,BD,81,VULNERABLE (No Coverage),-1.0,10,10,,
